"name","category","license","license_url","icon_url","title","slug","description","downloads","rating","created_at","url","json_url","download_url","status_detail","downloads_shortened","games_detail","latest_release_version","latest_release_version_formatted","latest_release_at","latest_release_at_atom","author","author_icon_url","author_id","tags_all","created_at_atom","updated_at_atom","watchers","watchers_shortened","badges"
"AdminChatroom","1",,,,"Admin Chatroom","admin-chatroom","Allows admins to chat privately with each other in-game","588","0.00","2018-07-25 02:35:00","https://umod.org/plugins/admin-chatroom","https://umod.org/plugins/admin-chatroom.json","https://umod.org/plugins/AdminChatroom.cs","@{value=1; message=; text=Published; icon=check; class=success}","588","System.Object[]","1.0.2","v1.0.2","2018-07-27 19:49:28","2018-07-27T19:49:28+00:00","austinv900","https://assets.umod.org/images/icons/user/5b5bc71c51a3f.png","b0EKY1KXv8","universal,chat,administration","2018-07-25T02:35:00Z","2019-02-12T12:59:10Z","3","3",""
"AdminLeaveJoin","1",,,"https://assets.umod.org/images/icons/plugin/5b66eef23592a.jpg","Admin Leave and Join","admin-leave-and-join","Displays a chat message when a admin leaves or joins to all the players","900","0.00","2018-08-05 12:34:58","https://umod.org/plugins/admin-leave-and-join","https://umod.org/plugins/admin-leave-and-join.json","https://umod.org/plugins/AdminLeaveJoin.cs","@{value=1; message=; text=Published; icon=check; class=success}","900","System.Object[]","0.1.9","v0.1.9","2018-08-05 12:35:31","2018-08-05T12:35:31+00:00","austinv900","https://assets.umod.org/images/icons/user/5b5bc71c51a3f.png","b0EKY1KXv8","universal,imported","2018-08-05T12:34:58Z","2019-02-12T15:57:16Z","3","3",""
"AdvertMessages","1",,,"https://assets.umod.org/images/icons/plugin/5b63834a4c259.jpg","Advert Messages","advert-messages","Timed chat messages to work as informational messages","2189","0.00","2018-08-02 22:18:50","https://umod.org/plugins/advert-messages","https://umod.org/plugins/advert-messages.json","https://umod.org/plugins/AdvertMessages.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.2K","System.Object[]","3.0.1","v3.0.1","2018-08-02 22:19:20","2018-08-02T22:19:20+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","universal,advertising,informational","2018-08-02T22:18:50Z","2019-02-12T18:09:44Z","55","55",""
"AFK","1",,,"https://assets.umod.org/images/icons/plugin/5b639819d566b.jpg","AFK","afk","Kicks players that are AFK (away from keyboard) for too long","544","0.00","2018-08-02 23:47:37","https://umod.org/plugins/afk","https://umod.org/plugins/afk.json","https://umod.org/plugins/AFK.cs","@{value=1; message=; text=Published; icon=check; class=success}","544","System.Object[]","1.1.5","v1.1.5","2018-08-02 23:48:04","2018-08-02T23:48:04+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,imported","2018-08-02T23:47:37Z","2019-02-12T13:53:00Z","10","10",""
"Analytics","1","mit",,"https://assets.umod.org/images/icons/plugin/5c4d3ab11e90f.png","Analytics","analytics","Real-time collection and reporting of server events to Google Analytics","392","0.00","2018-07-25 02:35:00","https://umod.org/plugins/analytics","https://umod.org/plugins/analytics.json","https://umod.org/plugins/Analytics.cs","@{value=1; message=; text=Published; icon=check; class=success}","392","System.Object[]","1.1.2","v1.1.2","2018-07-31 01:09:28","2018-07-31T01:09:28+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,analytics,statistics","2018-07-25T02:35:00Z","2019-02-12T13:00:46Z","9","9",""
"AngryPromotion","1",,,"https://assets.umod.org/images/icons/plugin/5ba971c4870ca.png","Angry Promotion","angry-promotion","Automatically add players to a group if they have a specific word/phrase in their Steam name","317","0.00","2018-08-05 12:19:17","https://umod.org/plugins/angry-promotion","https://umod.org/plugins/angry-promotion.json","https://umod.org/plugins/AngryPromotion.cs","@{value=1; message=; text=Published; icon=check; class=success}","317","System.Object[]","1.1.1","v1.1.1","2018-08-05 12:19:45","2018-08-05T12:19:45+00:00","Tori1157","https://assets.umod.org/images/icons/user/5b3bc670cba08.jpg?uid=5b3bc71d78abd","kwmgDZy2Z3","universal,steam,groups,automation","2018-08-05T12:19:17Z","2019-02-12T13:01:01Z","3","3",""
"AngryTime","1",,,"https://assets.umod.org/images/icons/plugin/5ba971cfe86a1.png","Angry Time","angry-time","Control and check game time","411","0.00","2018-08-05 12:17:04","https://umod.org/plugins/angry-time","https://umod.org/plugins/angry-time.json","https://umod.org/plugins/AngryTime.cs","@{value=1; message=; text=Published; icon=check; class=success}","411","System.Object[]","1.3.1","v1.3.1","2018-08-05 12:17:35","2018-08-05T12:17:35+00:00","Tori1157","https://assets.umod.org/images/icons/user/5b3bc670cba08.jpg?uid=5b3bc71d78abd","kwmgDZy2Z3","universal,time,administration","2018-08-05T12:17:04Z","2019-02-12T14:03:03Z","3","3",""
"Authenticator","1",,,"https://assets.umod.org/images/icons/plugin/5b66edf4c2197.jpg","Authenticator","authenticator","Allows players to add passwords to their accounts on your server","317","0.00","2018-08-05 12:30:44","https://umod.org/plugins/authenticator","https://umod.org/plugins/authenticator.json","https://umod.org/plugins/Authenticator.cs","@{value=1; message=; text=Published; icon=check; class=success}","317","System.Object[]","2.0.0","v2.0.0","","","","","0","universal,imported","2018-08-05T12:30:44Z","2019-02-12T13:02:33Z","3","3",""
"AutoBroadcast","1","mit",,"https://assets.umod.org/images/icons/plugin/5b639644babc8.jpg","Auto Broadcast","auto-broadcast","Sends randomly configured chat messages every X amount of seconds","2149","0.00","2018-08-02 23:39:48","https://umod.org/plugins/auto-broadcast","https://umod.org/plugins/auto-broadcast.json","https://umod.org/plugins/AutoBroadcast.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.1K","System.Object[]","1.0.8","v1.0.8","2018-08-02 23:40:20","2018-08-02T23:40:20+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,announcements,broadcasting","2018-08-02T23:39:48Z","2019-02-12T18:25:59Z","78","78",""
"Autokick","1",,,"https://assets.umod.org/images/icons/plugin/5b66ebaa0267c.jpg","Autokick","autokick","Helps with setting the server to ""maintenance"" mode","322","0.00","2018-08-05 12:20:58","https://umod.org/plugins/autokick","https://umod.org/plugins/autokick.json","https://umod.org/plugins/Autokick.cs","@{value=1; message=; text=Published; icon=check; class=success}","322","System.Object[]","1.2.0","v1.2.0","2018-08-05 12:21:29","2018-08-05T12:21:29+00:00","Exel80","","jryL1lAKNB","universal,management,maintenance,administration","2018-08-05T12:20:58Z","2019-02-12T13:03:13Z","4","4",""
"Babel","1","mit",,,"Babel","babel","Plugin API for translating messages using free or paid translation services","431","0.00","2018-07-25 02:35:02","https://umod.org/plugins/babel","https://umod.org/plugins/babel.json","https://umod.org/plugins/Babel.cs","@{value=1; message=; text=Published; icon=check; class=success}","431","System.Object[]","1.0.4","v1.0.4","2018-08-01 20:43:37","2018-08-01T20:43:37+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,localization,api,translation","2018-07-25T02:35:02Z","2019-02-12T17:10:09Z","7","7",""
"BabelChat","1","mit",,,"Babel Chat","babel-chat","Translates chat messages to each player's language preference or server default","438","0.00","2018-07-25 02:35:02","https://umod.org/plugins/babel-chat","https://umod.org/plugins/babel-chat.json","https://umod.org/plugins/BabelChat.cs","@{value=1; message=; text=Published; icon=check; class=success}","438","System.Object[]","1.1.5","v1.1.5","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,chat,translation,localization,betterchat","2018-07-25T02:35:02Z","2019-02-12T13:03:29Z","6","6",""
"BetterChat","1",,,"https://assets.umod.org/images/icons/plugin/5c6166a013f0c.png","Better Chat","better-chat","Manage chat groups, customize colors, and add titles","5691","0.00","2018-07-25 02:35:03","https://umod.org/plugins/better-chat","https://umod.org/plugins/better-chat.json","https://umod.org/plugins/BetterChat.cs","@{value=1; message=; text=Published; icon=check; class=success}","5.7K","System.Object[]","5.0.19","v5.0.19","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","universal,chat,api","2018-07-25T02:35:03Z","2019-02-12T19:24:06Z","205","205",""
"BetterChatFilter","1",,,"https://assets.umod.org/images/icons/plugin/5b66ec6e79926.jpg","Better Chat Filter","better-chat-filter","Chat filter based on keywords for Better Chat","699","0.00","2018-08-05 12:24:14","https://umod.org/plugins/better-chat-filter","https://umod.org/plugins/better-chat-filter.json","https://umod.org/plugins/BetterChatFilter.cs","@{value=1; message=; text=Published; icon=check; class=success}","699","System.Object[]","1.2.1","v1.2.1","2018-08-11 09:26:34","2018-08-11T09:26:34+00:00","Kinesis","https://assets.umod.org/images/icons/user/5b6d791123a85.jpg","72PK2Q1yL9","universal,chat,filter,moderation","2018-08-05T12:24:14Z","2019-02-12T14:36:19Z","31","31",""
"BetterChatFlood","1",,,"https://assets.umod.org/images/icons/plugin/5b57e1d721daf.png","Better Chat Flood","better-chat-flood","Adds a cooldown to chat to prevent flooding","589","0.00","2018-07-25 02:35:03","https://umod.org/plugins/better-chat-flood","https://umod.org/plugins/better-chat-flood.json","https://umod.org/plugins/BetterChatFlood.cs","@{value=1; message=; text=Published; icon=check; class=success}","589","System.Object[]","1.0.5","v1.0.5","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","universal,chat,betterchat,moderation","2018-07-25T02:35:03Z","2019-02-12T13:05:18Z","25","25",""
"BetterChatMute","1",,,,"Better Chat Mute","better-chat-mute","A simple chat mute system, for use with Better Chat or standalone","1625","0.00","2018-07-25 02:35:03","https://umod.org/plugins/better-chat-mute","https://umod.org/plugins/better-chat-mute.json","https://umod.org/plugins/BetterChatMute.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.6K","System.Object[]","1.1.2","v1.1.2","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","LaserHydra","https://assets.umod.org/images/icons/user/5b5bc6885b278.png","0D25jdKzjG","universal,chat,moderation","2018-07-25T02:35:03Z","2019-02-12T18:51:21Z","79","79",""
"BetterChatToggle","1","none",,,"Better Chat Toggle","better-chat-toggle","Easily toggle chat tags and formatting for Better Chat","390","0.00","2018-08-22 19:02:00","https://umod.org/plugins/better-chat-toggle","https://umod.org/plugins/better-chat-toggle.json","https://umod.org/plugins/BetterChatToggle.cs","@{value=1; message=; text=Published; icon=check; class=success}","390","System.Object[]","1.0.0","v1.0.0","2018-08-22 19:02:00","2018-08-22T19:02:00+00:00","Ryan","https://assets.umod.org/images/icons/user/5b5a14078d6b0.png","oXVgqegRaQ","universal,betterchat,chat","2018-08-22T19:02:00Z","2019-02-12T18:28:22Z","5","5",""
"CapsNoCaps","1",,,"https://assets.umod.org/images/icons/plugin/5b66eb6400e82.jpg","Caps No Caps","caps-no-caps","Converts messages written in CAPS to Sentence case","397","0.00","2018-08-05 12:19:48","https://umod.org/plugins/caps-no-caps","https://umod.org/plugins/caps-no-caps.json","https://umod.org/plugins/CapsNoCaps.cs","@{value=1; message=; text=Published; icon=check; class=success}","397","System.Object[]","1.3.4","v1.3.4","","","","","0","universal,chat,moderation","2018-08-05T12:19:48Z","2019-02-12T13:08:10Z","8","8",""
"ChatCleaner","1","mit",,,"Chat Cleaner","chat-cleaner","Clears/resets a player's chat when joining the server and on command","584","0.00","2018-07-25 02:35:04","https://umod.org/plugins/chat-cleaner","https://umod.org/plugins/chat-cleaner.json","https://umod.org/plugins/ChatCleaner.cs","@{value=1; message=; text=Published; icon=check; class=success}","584","System.Object[]","0.4.0","v0.4.0","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,chat,cleanup","2018-07-25T02:35:04Z","2019-02-12T13:08:33Z","17","17",""
"ClanBan","1",,,,"Clan Ban","clan-ban","Bans an entire clan with one command","449","0.00","2018-07-25 02:35:05","https://umod.org/plugins/clan-ban","https://umod.org/plugins/clan-ban.json","https://umod.org/plugins/ClanBan.cs","@{value=1; message=; text=Published; icon=check; class=success}","449","System.Object[]","1.3.0","v1.3.0","2018-09-07 08:14:24","2018-09-07T08:14:24+00:00","Slut","https://assets.umod.org/images/icons/user/5b93dc0627f6c.jpg","BE954ogGxa","universal,administration,clans","2018-07-25T02:35:05Z","2019-02-12T14:12:17Z","1","1",""
"ClanTags","1",,,"https://assets.umod.org/images/icons/plugin/5b66eb22627eb.jpg","Clan Tags","clan-tags","Adds support for Clan Tags when using Better Chat","1308","0.00","2018-08-05 12:18:42","https://umod.org/plugins/clan-tags","https://umod.org/plugins/clan-tags.json","https://umod.org/plugins/ClanTags.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.3K","System.Object[]","0.8","v0.8","","","","","0","universal,chat,betterchat,clans","2018-08-05T12:18:42Z","2019-02-12T15:31:58Z","51","51",""
"Clans","1",,,"https://assets.umod.org/images/icons/plugin/5b63bf642ea2c.jpg","Clans","clans","Universal clans with alliance support","2652","0.00","2018-08-03 02:35:16","https://umod.org/plugins/clans","https://umod.org/plugins/clans.json","https://umod.org/plugins/Clans.cs","@{value=1; message=; text=Published; icon=check; class=success}","2.7K","System.Object[]","0.1.51","v0.1.51","2018-08-03 02:35:47","2018-08-03T02:35:47+00:00","k1lly0u","https://assets.umod.org/images/icons/user/5b39dd7690b34.png","72PK2jKL94","universal,imported","2018-08-03T02:35:16Z","2019-02-12T19:24:37Z","101","101",""
"CoinFlip","1","mit",,"https://assets.umod.org/images/icons/plugin/5c4152648e0d1.png","Coin Flip","coin-flip","Try your luck by challenging players to a coin flip and betting on it using Economics","61","0.00","2019-01-18 03:35:50","https://umod.org/plugins/coin-flip","https://umod.org/plugins/coin-flip.json","https://umod.org/plugins/CoinFlip.cs","@{value=1; message=; text=Published; icon=check; class=success}","61","System.Object[]","1.0.7","v1.0.7","2019-01-23 01:20:20","2019-01-23T01:20:20+00:00","Gachl","","xM58vNDK06","universal,coinflip,economics,luck,gamble,gambling","2019-01-18T03:35:50Z","2019-02-12T13:09:56Z","3","3",""
"CommandBlock","1","mit",,,"Command Block","command-block","Blocks configured commands from being executed on the server","480","0.00","2018-07-25 02:35:05","https://umod.org/plugins/command-block","https://umod.org/plugins/command-block.json","https://umod.org/plugins/CommandBlock.cs","@{value=1; message=; text=Published; icon=check; class=success}","480","System.Object[]","0.3.1","v0.3.1","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,restrictions,commands","2018-07-25T02:35:05Z","2019-02-12T13:10:21Z","8","8",""
"ConnectMessages","1","mit",,,"Connect Messages","connect-messages","Provides connect and disconnect messages","1698","0.00","2018-08-05 12:20:21","https://umod.org/plugins/connect-messages","https://umod.org/plugins/connect-messages.json","https://umod.org/plugins/ConnectMessages.cs","@{value=1; message=; text=Published; icon=check; class=success}","1.7K","System.Object[]","1.1.9","v1.1.9","2018-08-05 12:20:50","2018-08-05T12:20:50+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,informational,welcome","2018-08-05T12:20:21Z","2019-02-12T15:02:18Z","84","84",""
"ConnectionCmds","1",,,,"Connection Commands","connection-commands","Runs one or more server command when a player connects/disconnects","381","0.00","2018-08-02 23:34:53","https://umod.org/plugins/connection-commands","https://umod.org/plugins/connection-commands.json","https://umod.org/plugins/ConnectionCmds.cs","@{value=1; message=; text=Published; icon=check; class=success}","381","System.Object[]","0.1.0","v0.1.0","2018-08-02 23:35:26","2018-08-02T23:35:26+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,commands,automation","2018-08-02T23:34:53Z","2019-02-12T13:10:48Z","6","6",""
"ConnectionLimiter","1",,,"https://assets.umod.org/images/icons/plugin/5b66ebcc23fc5.jpg","Connection Limiter","connection-limiter","Limits and protects against player re-connection spam","325","0.00","2018-08-05 12:21:32","https://umod.org/plugins/connection-limiter","https://umod.org/plugins/connection-limiter.json","https://umod.org/plugins/ConnectionLimiter.cs","@{value=1; message=; text=Published; icon=check; class=success}","325","System.Object[]","1.0.1","v1.0.1","2018-08-05 12:21:58","2018-08-05T12:21:58+00:00","Exel80","","jryL1lAKNB","universal,moderation,administration","2018-08-05T12:21:32Z","2019-02-12T13:10:57Z","4","4",""
"CountryBlock","1","mit",,"https://assets.umod.org/images/icons/plugin/5c44f608a500b.png","Country Block","country-block","Block or allow players only from configured countries","494","0.00","2018-08-02 23:31:04","https://umod.org/plugins/country-block","https://umod.org/plugins/country-block.json","https://umod.org/plugins/CountryBlock.cs","@{value=1; message=; text=Published; icon=check; class=success}","494","System.Object[]","1.2.4","v1.2.4","2018-08-02 23:31:38","2018-08-02T23:31:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,moderation,restrictions","2018-08-02T23:31:04Z","2019-02-12T13:11:28Z","16","16",""
"CustomChatCommands","1",,,"https://assets.umod.org/images/icons/plugin/5b66ea7dc184e.jpg","Custom Chat Commands","custom-chat-commands","Allows you to add new chat commands","538","0.00","2018-08-05 12:15:57","https://umod.org/plugins/custom-chat-commands","https://umod.org/plugins/custom-chat-commands.json","https://umod.org/plugins/CustomChatCommands.cs","@{value=1; message=; text=Published; icon=check; class=success}","538","System.Object[]","2.1.1","v2.1.1","2018-08-05 12:16:30","2018-08-05T12:16:30+00:00","PsychoTea","","azmKaEPKWY","universal,imported","2018-08-05T12:15:57Z","2019-02-12T13:13:04Z","19","19",""
"NightMessage","1",,,"https://assets.umod.org/images/icons/plugin/5b66eae2f3cf4.jpg","Day/Night Message","daynight-message","Broadcasts a custom message at dawn and/or dusk","366","0.00","2018-08-05 12:17:38","https://umod.org/plugins/daynight-message","https://umod.org/plugins/daynight-message.json","https://umod.org/plugins/NightMessage.cs","@{value=1; message=; text=Published; icon=check; class=success}","366","System.Object[]","1.0.1","v1.0.1","2018-08-05 12:18:06","2018-08-05T12:18:06+00:00","Mordeus","https://assets.umod.org/images/icons/user/5b6461636f593.png","ZbN5Mxg10X","universal,broadcasts,chat","2018-08-05T12:17:38Z","2019-02-12T13:14:32Z","8","8",""
"DevTest","1","mit",,,"Dev Test","dev-test","Tests all of the available core hooks and provides useful helpers","399","0.00","2018-07-25 02:35:05","https://umod.org/plugins/dev-test","https://umod.org/plugins/dev-test.json","https://umod.org/plugins/DevTest.cs","@{value=1; message=; text=Published; icon=check; class=success}","399","System.Object[]","0.1.0","v0.1.0","2018-08-01 20:43:38","2018-08-01T20:43:38+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,unity,unity3d,testing,plugin","2018-07-25T02:35:05Z","2019-02-12T13:15:03Z","5","5",""
"Dice","1","mit",,"https://assets.umod.org/images/icons/plugin/5b639549d9dcc.jpg","Dice","dice","Feeling lucky? Roll dice to get a random number","262","0.00","2018-08-02 23:35:37","https://umod.org/plugins/dice","https://umod.org/plugins/dice.json","https://umod.org/plugins/Dice.cs","@{value=1; message=; text=Published; icon=check; class=success}","262","System.Object[]","0.3.0","v0.3.0","2018-08-02 23:36:05","2018-08-02T23:36:05+00:00","Wulf","https://assets.umod.org/images/icons/user/5c2d88ae4ea06.jpg","eL15d45mQo","universal,dice,fun,random","2018-08-02T23:35:37Z","2019-02-12T15:45:31Z","0","0",""
